lrsn,CadValue_TotalAssessed
40940,338470.0000000000
40947,396130.0000000000
40949,324890.0000000000
40954,412608.0000000000
40956,368158.0000000000
40958,559218.0000000000
40963,337678.0000000000
40965,380748.0000000000
40972,305570.0000000000
40974,367400.0000000000
40979,424940.0000000000
40981,415690.0000000000
40983,477150.0000000000
40988,358080.0000000000
40990,435300.0000000000
40997,410020.0000000000
40999,429230.0000000000
41006,384600.0000000000
41008,486480.0000000000
41013,470820.0000000000
41015,354010.0000000000
41022,417200.0000000000
41024,439050.0000000000
41031,679480.0000000000
41033,670470.0000000000
41038,429100.0000000000
41040,599500.0000000000
41047,608790.0000000000
41049,682180.0000000000
41056,524180.0000000000
41058,520230.0000000000
41063,581290.0000000000
41065,490760.0000000000
41072,519670.0000000000
41074,513140.0000000000
41081,430390.0000000000
41083,462200.0000000000
41088,528080.0000000000
41090,645150.0000000000
41097,611750.0000000000
41099,646030.0000000000
41106,578290.0000000000
41108,699590.0000000000
41113,526010.0000000000
41115,583190.0000000000
41122,718250.0000000000
41124,604130.0000000000
41131,508490.0000000000
41133,581250.0000000000
41138,517570.0000000000
41140,579390.0000000000
41147,611290.0000000000
41149,539570.0000000000
41156,441560.0000000000
41158,573510.0000000000
41163,559830.0000000000
41165,566220.0000000000
41172,606380.0000000000
41174,564210.0000000000
41181,548050.0000000000
41183,565290.0000000000
41188,701290.0000000000
41190,590500.0000000000
41192,578220.0000000000
41197,626930.0000000000
41199,590780.0000000000
41206,634820.0000000000
41208,516900.0000000000
41213,554540.0000000000
41215,786910.0000000000
41217,585840.0000000000
41222,467610.0000000000
41224,531690.0000000000
41231,527450.0000000000
41233,576490.0000000000
41240,995530.0000000000
41242,650680.0000000000
41247,926690.0000000000
41249,646820.0000000000
41256,747280.0000000000
41258,704670.0000000000
41265,619550.0000000000
41267,450600.0000000000
41272,372420.0000000000
41274,338890.0000000000
41281,351330.0000000000
41283,391490.0000000000
41290,483750.0000000000
41292,451550.0000000000
41297,407690.0000000000
41299,413340.0000000000
41306,608050.0000000000
41308,781915.0000000000
41315,601800.0000000000
41317,541670.0000000000
41322,534190.0000000000
41324,763100.0000000000
41331,592630.0000000000
41333,581240.0000000000
41340,919980.0000000000
41342,684020.0000000000
41347,785460.0000000000
41349,548010.0000000000
41356,677390.0000000000
41358,524010.0000000000
41365,497150.0000000000
41367,420480.0000000000
41372,533860.0000000000
41374,441910.0000000000
41381,803250.0000000000
41383,594970.0000000000
41390,597190.0000000000
41392,445880.0000000000
41397,560830.0000000000
41399,550040.0000000000
41406,855600.0000000000
41408,616370.0000000000
41415,590640.0000000000
41417,643060.0000000000
41422,621040.0000000000
41424,454110.0000000000
41426,511280.0000000000
41431,557970.0000000000
41433,556440.0000000000
30018,839632.0000000000
30025,3586.0000000000
30027,3240.0000000000
30036,1082138.0000000000
30041,399380.0000000000
30043,1451052.0000000000
30050,1316129.0000000000
30061,633914.0000000000
30066,44880.0000000000
30068,127065.0000000000
30075,47396.0000000000
30077,11220.0000000000
30084,32950.0000000000
30086,447190.0000000000
30091,1539084.0000000000
30093,546299.0000000000
30100,720288.0000000000
30102,648088.0000000000
30109,794801.0000000000
30111,506038.0000000000
30116,241458.0000000000
30118,622030.0000000000
30120,553764.0000000000
30125,702828.0000000000
30127,622163.0000000000
30134,44103.0000000000
30136,382066.0000000000
30141,591196.0000000000
30143,415690.0000000000
30145,460586.0000000000
30150,297356.0000000000
30152,593644.0000000000
30161,669339.0000000000
30168,587946.0000000000
30170,597453.0000000000
30175,914516.0000000000
30184,560730.0000000000
30186,739179.0000000000
30193,723029.0000000000
30195,15178.0000000000
30200,9948.0000000000
30202,293471.0000000000
30211,772452.0000000000
30218,1777.0000000000
30220,480490.0000000000
30225,726656.0000000000
30227,10272.0000000000
30234,706166.0000000000
30245,376391.0000000000
30250,802422.0000000000
30252,767946.0000000000
30268,635659.0000000000
30270,3495.0000000000
30275,277477.0000000000
30277,1534177.0000000000
30284,679045.0000000000
30286,1319772.0000000000
30295,570000.0000000000
30300,1114640.0000000000
30302,43201.0000000000
30309,939713.0000000000
30311,470513.0000000000
30318,1562618.0000000000
30325,883877.0000000000
30327,535407.0000000000
30334,3009.0000000000
30336,2303243.0000000000
30343,572078.0000000000
30350,685829.0000000000
30354,318531.0000000000
30359,38725.0000000000
30361,740816.0000000000
30368,1080779.0000000000
30370,608534.0000000000
30375,642632.0000000000
30377,918623.0000000000
30379,1045268.0000000000
30384,427255.0000000000
30386,1263205.0000000000
30393,471317.0000000000
30395,652428.0000000000
30400,571299.0000000000
30404,681744.0000000000
30409,705711.0000000000
30411,597238.0000000000
30420,921396.0000000000
30429,1215.0000000000
30434,401820.0000000000
30436,96229.0000000000
30443,784701.0000000000
30445,1951360.0000000000
30452,868038.0000000000
30454,1000.0000000000
30459,962105.0000000000
30461,868125.0000000000
30468,654110.0000000000
30470,191969.0000000000
30477,1816252.0000000000
30479,1074309.0000000000
30484,966404.0000000000
30486,1701719.0000000000
30493,972963.0000000000
30495,570117.0000000000
30502,699583.0000000000
30509,450574.0000000000
30511,731527.0000000000
30518,2164714.0000000000
30520,206863.0000000000
30527,653607.0000000000
30529,3367.0000000000
30534,1050116.0000000000
30536,5610.0000000000
30543,18749.0000000000
30545,1564714.0000000000
30552,100000.0000000000
30554,4523.0000000000
30561,304742.0000000000
30568,1511284.0000000000
30570,238290.0000000000
30577,1465743.0000000000
30579,1571808.0000000000
30593,1186667.0000000000
30595,2202520.0000000000
30602,688893.0000000000
30604,368320.0000000000
30609,22440.0000000000
30611,655020.0000000000
30613,551445.0000000000
30618,331629.0000000000
30620,459419.0000000000
30627,16620.0000000000
30634,343355.0000000000
30636,549813.0000000000
30643,9779.0000000000
30645,649009.0000000000
30652,29741.0000000000
30654,8691.0000000000
30661,627458.0000000000
30663,433336.0000000000
30668,357421.0000000000
30670,448800.0000000000
30679,472008.0000000000
30686,442220.0000000000
30688,1203253.0000000000
30695,541886.0000000000
30702,351343.0000000000
30704,378013.0000000000
30711,667203.0000000000
30713,727596.0000000000
30718,590243.0000000000
30720,476238.0000000000
30727,512640.0000000000
30736,324195.0000000000
30738,1000.0000000000
30743,652059.0000000000
30745,341578.0000000000
30752,675354.0000000000
30754,619249.0000000000
30761,313501.0000000000
30763,3073.0000000000
30768,831938.0000000000
30770,327444.0000000000
30777,27635.0000000000
30779,1235994.0000000000
30786,764309.0000000000
30788,861304.0000000000
30795,716391.0000000000
30802,1470038.0000000000
30804,1099183.0000000000
30811,816851.0000000000
30813,945045.0000000000
30818,694887.0000000000
30820,4091.0000000000
30827,1176022.0000000000
30836,1044405.0000000000
30838,811320.0000000000
30843,1278150.0000000000
30845,1816566.0000000000
30847,1015479.0000000000
30852,938592.0000000000
30854,400000.0000000000
30861,1029918.0000000000
30863,881922.0000000000
30868,869842.0000000000
30870,1184069.0000000000
30872,1001236.0000000000
30877,688582.0000000000
30879,702576.0000000000
30886,895499.0000000000
30888,1018697.0000000000
30893,593634.0000000000
30895,674512.0000000000
30897,698909.0000000000
30902,1058951.0000000000
30904,781456.0000000000
30911,872644.0000000000
30913,588993.0000000000
30920,706421.0000000000
30922,59600.0000000000
30927,767924.0000000000
30929,573175.0000000000
30936,712286.0000000000
30938,902000.0000000000
30947,958850.0000000000
51370,545410.0000000000
51371,434510.0000000000
51372,642420.0000000000
51373,558060.0000000000
51374,644560.0000000000
51387,398493.0000000000
51388,398357.0000000000
51389,390156.0000000000
51390,449365.0000000000
51404,414012.0000000000
51405,414516.0000000000
51406,410368.0000000000
51407,418191.0000000000
51421,403710.0000000000
51422,501560.0000000000
51423,479050.0000000000
51424,397240.0000000000
51437,399030.0000000000
51438,483510.0000000000
51439,441550.0000000000
51440,437530.0000000000
51454,375970.0000000000
51455,453710.0000000000
51456,400980.0000000000
51457,454730.0000000000
51471,445830.0000000000
51472,512500.0000000000
51473,423150.0000000000
51474,386330.0000000000
51487,391600.0000000000
51488,273170.0000000000
51489,318730.0000000000
51490,153492.0000000000
51506,275756.0000000000
51507,238097.0000000000
51521,429863.0000000000
51522,390537.0000000000
51523,415352.0000000000
51524,422560.0000000000
51538,549523.0000000000
51539,517724.0000000000
51540,518519.0000000000
51541,497160.0000000000
51554,416391.0000000000
51555,412914.0000000000
51556,440994.0000000000
51557,422284.0000000000
51571,535521.0000000000
51572,558215.0000000000
51573,464861.0000000000
51574,440343.0000000000
51588,10223.0000000000
51589,4615164.0000000000
51590,606070.0000000000
51591,5610.0000000000
51604,812.0000000000
51606,1536.0000000000
51607,1176634.0000000000
51608,564542.0000000000
51621,350199.0000000000
51622,12507.0000000000
51623,530230.0000000000
51624,34990.0000000000
51641,152089.0000000000
51655,659148.0000000000
51656,663243.0000000000
51657,780979.0000000000
51658,745069.0000000000
51671,651661.0000000000
51672,682374.0000000000
51673,707292.0000000000
51674,693316.0000000000
51688,348754.0000000000
51689,388527.0000000000
51690,348682.0000000000
51691,340460.0000000000
51705,610601.0000000000
51706,596994.0000000000
51707,783474.0000000000
51708,662577.0000000000
51721,572287.0000000000
51722,613122.0000000000
51723,612807.0000000000
51724,520511.0000000000
51725,697405.0000000000
51738,565315.0000000000
51739,655153.0000000000
51741,692701.0000000000
51755,93122.0000000000
51756,39761.0000000000
51757,67300.0000000000
51758,32307.0000000000
52006,898940.0000000000
52007,399690.0000000000
52008,326490.0000000000
52009,309570.0000000000
52023,2407897.0000000000
52024,1666154.0000000000
52025,1644920.0000000000
52039,1398730.0000000000
52040,1380650.0000000000
52041,1776670.0000000000
52042,1427050.0000000000
52056,789598.0000000000
52057,1687972.0000000000
52058,1396290.0000000000
52059,958630.0000000000
52072,179949.0000000000
52073,684290.0000000000
52074,631910.0000000000
52075,1160450.0000000000
52076,1251380.0000000000
52089,1258690.0000000000
52090,1109390.0000000000
52091,815600.0000000000
52092,348500.0000000000
52106,1117180.0000000000
52107,968950.0000000000
52108,882615.0000000000
52109,1426690.0000000000
52123,1175180.0000000000
52124,898510.0000000000
52125,748880.0000000000
52126,680370.0000000000
52139,1186710.0000000000
52140,1382362.0000000000
52141,1115905.0000000000
52142,866000.0000000000
52156,270000.0000000000
52157,533960.0000000000
52158,639970.0000000000
52159,603630.0000000000
52173,733040.0000000000
52174,714060.0000000000
52175,623800.0000000000
52176,548980.0000000000
52189,95200.0000000000
52190,469950.0000000000
52191,313210.0000000000
52192,548090.0000000000
52193,445480.0000000000
52206,229500.0000000000
52207,476830.0000000000
52208,665590.0000000000
52209,592250.0000000000
52223,189000.0000000000
52224,395910.0000000000
52225,167150.0000000000
52226,517930.0000000000
52239,502480.0000000000
52240,571330.0000000000
52241,942250.0000000000
52242,914470.0000000000
52243,941130.0000000000
52256,137700.0000000000
52257,555300.0000000000
52258,633290.0000000000
52259,619730.0000000000
52273,615030.0000000000
52274,635940.0000000000
52275,530220.0000000000
52276,243000.0000000000
52290,374470.0000000000
52291,495930.0000000000
52292,650820.0000000000
52293,260590.0000000000
52306,303750.0000000000
52307,785630.0000000000
52308,772690.0000000000
52309,775340.0000000000
52310,652420.0000000000
52323,148500.0000000000
52324,189000.0000000000
52325,335009.0000000000
52326,955206.0000000000
52340,17500.0000000000
52341,940333.0000000000
52342,1630277.0000000000
52343,1591385.0000000000
52356,808993.0000000000
52357,770030.0000000000
52358,747760.0000000000
52359,711860.0000000000
52360,611427.0000000000
52373,183994.0000000000
52374,174636.0000000000
52390,578695.0000000000
52391,412070.0000000000
52392,611413.0000000000
52407,719430.0000000000
52408,949764.0000000000
52409,858300.0000000000
52410,736586.0000000000
52423,1231540.0000000000
52424,771504.0000000000
52425,1054380.0000000000
52426,1099558.0000000000
52427,762006.0000000000
52440,505980.0000000000
52441,772510.0000000000
52442,865190.0000000000
52443,1077850.0000000000
52457,637260.0000000000
52458,653100.0000000000
52459,663310.0000000000
52460,1000.0000000000
52473,381570.0000000000
52474,462980.0000000000
52475,615620.0000000000
52476,197883.0000000000
52477,371866.0000000000
52490,1114848.0000000000
52491,1473195.0000000000
52492,969173.0000000000
52493,1151329.0000000000
52507,1222157.0000000000
52508,1129138.0000000000
52509,1888290.0000000000
52524,25375.0000000000
52525,1144627.0000000000
52526,1506824.0000000000
52527,1114178.0000000000
52540,779380.0000000000
52542,1155816.0000000000
52557,205275.0000000000
52558,164220.0000000000
52559,591444.0000000000
52560,71846.0000000000
52574,200.0000000000
52575,198.0000000000
52576,211.0000000000
52577,171.0000000000
52590,1028580.0000000000
52591,1068550.0000000000
52592,1171750.0000000000
52593,1058900.0000000000
52594,1104080.0000000000
52607,951480.0000000000
52608,886420.0000000000
52609,909990.0000000000
52610,400210.0000000000
52626,9613.0000000000
52627,9633.0000000000
52641,997598.0000000000
52642,732030.0000000000
52643,558229.0000000000
52644,897029.0000000000
52657,931060.0000000000
52658,262930.0000000000
52659,94768.0000000000
52660,93713.0000000000
52674,521884.0000000000
52675,675215.0000000000
52676,578784.0000000000
52677,522866.0000000000
52691,379810.0000000000
52692,377300.0000000000
52693,1558460.0000000000
52694,2140225.0000000000
52707,459310.0000000000
52708,76990.0000000000
52709,16940.0000000000
52710,26000.0000000000
52711,470730.0000000000
52724,457050.0000000000
52725,408990.0000000000
52726,543670.0000000000
52727,394930.0000000000
52741,428000.0000000000
52742,456510.0000000000
52743,419920.0000000000
52744,383370.0000000000
52758,438620.0000000000
52759,440510.0000000000
52760,476310.0000000000
52761,457430.0000000000
52774,457150.0000000000
52775,450860.0000000000
52776,454730.0000000000
52777,438990.0000000000
52791,348330.0000000000
52792,484570.0000000000
52793,175000.0000000000
52794,331580.0000000000
52808,462680.0000000000
52809,470500.0000000000
52810,422430.0000000000
52811,261090.0000000000
52824,191250.0000000000
52825,485610.0000000000
52826,436070.0000000000
52827,439650.0000000000
52828,363420.0000000000
52841,1306470.0000000000
52842,1179500.0000000000
52843,1695300.0000000000
52844,16525.0000000000
52858,857742.0000000000
52859,1001296.0000000000
52860,922163.0000000000
52861,889568.0000000000
52875,1060310.0000000000
52876,285977.0000000000
52877,180911.0000000000
52878,122755.0000000000
52891,1233028.0000000000
52892,2746044.0000000000
52893,864444.0000000000
52894,2025402.0000000000
52908,1439701.0000000000
52909,1603921.0000000000
52910,1167696.0000000000
52911,1031707.0000000000
52925,1116417.0000000000
52926,1054608.0000000000
52927,823509.0000000000
52928,1564311.0000000000
52941,1369520.0000000000
52942,1130089.0000000000
52943,872918.0000000000
52944,1114220.0000000000
52945,1220644.0000000000
52958,1318903.0000000000
52959,1260799.0000000000
52960,1798605.0000000000
52961,1093697.0000000000
52975,545520.0000000000
52976,254898.0000000000
52977,483840.0000000000
52978,633690.0000000000
52992,779850.0000000000
52993,593120.0000000000
52994,498767.0000000000
53008,791820.0000000000
53009,782357.0000000000
53010,679665.0000000000
53011,24270.0000000000
53025,577990.0000000000
53026,234740.0000000000
53027,170170.0000000000
53028,200200.0000000000
53042,939015.0000000000
53043,724080.0000000000
53044,200200.0000000000
53045,536610.0000000000
53058,170170.0000000000
53059,415945.0000000000
53060,282160.0000000000
53061,522370.0000000000
53062,236460.0000000000
53075,87745.0000000000
53076,523020.0000000000
53077,67975.0000000000
53078,129640.0000000000
53092,99000.0000000000
53093,125960.0000000000
53094,77000.0000000000
53095,81550.0000000000
53109,470500.0000000000
53110,104890.0000000000
53111,524240.0000000000
53112,225640.0000000000
53125,564660.0000000000
53126,755430.0000000000
53127,550060.0000000000
53128,548790.0000000000
53142,569340.0000000000
53143,715778.0000000000
53144,385629.0000000000
53159,1647790.0000000000
53160,1371190.0000000000
53161,1126460.0000000000
53162,1049300.0000000000
53175,401040.0000000000
53176,1000.0000000000
53177,26960.0000000000
53178,1000.0000000000
53179,882000.0000000000
53192,472530.0000000000
53195,500880.0000000000
53209,953820.0000000000
53210,997480.0000000000
53211,885150.0000000000
53227,143159.0000000000
53228,1001096.0000000000
53229,265850.0000000000
53243,995886.0000000000
53244,109459.0000000000
53245,426638.0000000000
53260,1024140.0000000000
53261,249375.0000000000
53262,948040.0000000000
53276,1410290.0000000000
53277,1052702.0000000000
53278,1454190.0000000000
53279,1512720.0000000000
53292,717540.0000000000
53293,253000.0000000000
53294,253000.0000000000
53295,330000.0000000000
53296,595020.0000000000
53309,578650.0000000000
53310,763750.0000000000
53311,802480.0000000000
53312,753689.0000000000
53326,781025.0000000000
53327,440972.0000000000
53328,554751.0000000000
53329,589153.0000000000
53343,396.0000000000
53344,1604524.0000000000
53345,2208609.0000000000
53346,1522142.0000000000
53359,794800.0000000000
53360,614640.0000000000
53361,869840.0000000000
53362,743860.0000000000
53376,110963.0000000000
53377,1000.0000000000
53378,1000.0000000000
53379,20800.0000000000
53393,458262.0000000000
53394,161651.0000000000
53395,68567.0000000000
53396,289963.0000000000
53409,68567.0000000000
53410,68913.0000000000
53411,68567.0000000000
53412,68567.0000000000
53413,68567.0000000000
53426,48004.0000000000
53427,144012.0000000000
53443,280970.0000000000
53444,259334.0000000000
53445,332764.0000000000
53446,319383.0000000000
53460,116786.0000000000
53462,3694289.0000000000
53463,3605102.0000000000
53476,1523440.0000000000
53477,362941.0000000000
53478,234005.0000000000
53479,234002.0000000000
53493,1125448.0000000000
53494,781037.0000000000
53495,110000.0000000000
53496,621030.0000000000
53510,1392873.0000000000
53511,1582930.0000000000
53512,2517469.0000000000
53526,1742.0000000000
53527,1732.0000000000
53528,835435.0000000000
53529,2380614.0000000000
53530,1804537.0000000000
53543,819253.0000000000
53544,778083.0000000000
53545,705383.0000000000
53560,143000.0000000000
53561,309440.0000000000
53562,375980.0000000000
53577,1000.0000000000
53578,82500.0000000000
53579,789980.0000000000
53580,401310.0000000000
53593,801440.0000000000
53594,710140.0000000000
53595,762630.0000000000
53596,768110.0000000000
53610,711540.0000000000
53611,683510.0000000000
53612,637130.0000000000
53613,544260.0000000000
53627,1000.0000000000
53628,1358549.0000000000
53630,502221.0000000000
53643,1824780.0000000000
53644,1000.0000000000
53645,2249407.0000000000
53646,4780815.0000000000
53647,1785960.0000000000
53660,1183085.0000000000
53661,767871.0000000000
53662,934325.0000000000
53663,637825.0000000000
53677,509090.0000000000
53678,329364.0000000000
53679,472932.0000000000
53680,472932.0000000000
53693,446080.0000000000
53694,535480.0000000000
53695,483570.0000000000
53696,466490.0000000000
53697,462390.0000000000
53710,1000.0000000000
53711,1364119.0000000000
53712,1210513.0000000000
53713,1589600.0000000000
53727,832880.0000000000
53728,774350.0000000000
53729,1216795.0000000000
53745,866838.0000000000
53746,340375.0000000000
53747,1004726.0000000000
53761,58211.0000000000
53762,661230.0000000000
53763,620780.0000000000
53764,1000.0000000000
53777,654585.0000000000
53778,421669.0000000000
53779,1038614.0000000000
53794,375260.0000000000
53795,359510.0000000000
53796,382950.0000000000
53797,466880.0000000000
53810,1166952.0000000000
53811,1652506.0000000000
53812,1206712.0000000000
53813,1190373.0000000000
53814,1304052.0000000000
53827,208502.0000000000
53828,90653.0000000000
53829,1000.0000000000
53830,573279.0000000000
53844,181306.0000000000
53846,90653.0000000000
53847,243689.0000000000
53861,2075292.0000000000
53862,1229968.0000000000
53863,1540586.0000000000
53864,1564.0000000000
53877,404153.0000000000
53878,1152554.0000000000
53880,554534.0000000000
53894,730990.0000000000
53895,759170.0000000000
53896,1406550.0000000000
53897,835280.0000000000
53911,1328206.0000000000
53912,1262729.0000000000
53913,1278070.0000000000
53914,1432653.0000000000
53928,3093940.0000000000
53929,633050.0000000000
53930,744700.0000000000
53931,812111.0000000000
53944,847885.0000000000
53945,800065.0000000000
53946,711263.0000000000
53947,1000.0000000000
53961,797793.0000000000
53962,827268.0000000000
53963,767053.0000000000
53964,828050.0000000000
53978,824460.0000000000
53979,767560.0000000000
53980,1060250.0000000000
53981,775880.0000000000
53994,767860.0000000000
53995,805260.0000000000
53997,717180.0000000000
54011,216738.0000000000
54012,219969.0000000000
54013,218763.0000000000
54014,5842.0000000000
54028,245290.0000000000
54029,195926.0000000000
54030,195926.0000000000
54031,154294.0000000000
54044,420631.0000000000
54045,437941.0000000000
54046,225803.0000000000
54047,797281.0000000000
54048,124192.0000000000
54061,418051.0000000000
54062,225803.0000000000
54063,466921.0000000000
54064,191933.0000000000
54078,1000.0000000000
54079,159505.0000000000
54080,1000.0000000000
54081,191933.0000000000
54095,1424998.0000000000
54096,1049243.0000000000
54097,1237627.0000000000
54098,864903.0000000000
54111,3650712.0000000000
54113,2345150.0000000000
54114,2307940.0000000000
54128,165594.0000000000
54129,738505.0000000000
54130,636081.0000000000
54131,93575.0000000000
54145,756216.0000000000
54146,1039646.0000000000
54147,1092709.0000000000
54148,1191957.0000000000
54161,1125400.0000000000
54162,1802130.0000000000
54163,1354720.0000000000
54164,824530.0000000000
54165,1010910.0000000000
54178,1367810.0000000000
54179,1091420.0000000000
54180,1020765.0000000000
54181,820310.0000000000
54195,839434.0000000000
54196,1102628.0000000000
54197,1023357.0000000000
54198,1035982.0000000000
54212,1125710.0000000000
54213,1227680.0000000000
30952,882115.0000000000
30954,666872.0000000000
30963,786158.0000000000
30970,400806.0000000000
30972,1012615.0000000000
30977,747753.0000000000
30979,804723.0000000000
30986,910479.0000000000
30988,712135.0000000000
30995,710180.0000000000
30997,690524.0000000000
31002,920823.0000000000
31004,854532.0000000000
31011,1622434.0000000000
31013,935868.0000000000
31020,722114.0000000000
31022,726874.0000000000
31027,772809.0000000000
31029,674499.0000000000
31036,821873.0000000000
31038,675253.0000000000
31045,565886.0000000000
31047,1131812.0000000000
31052,637191.0000000000
31054,820511.0000000000
31061,1436620.0000000000
31063,755209.0000000000
31070,851003.0000000000
31072,680156.0000000000
31077,942808.0000000000
31079,688860.0000000000
31081,605230.0000000000
31086,640768.0000000000
31088,648722.0000000000
31095,915439.0000000000
31097,764709.0000000000
31102,350000.0000000000
31104,899936.0000000000
31106,600334.0000000000
31111,635997.0000000000
31113,794831.0000000000
31120,946771.0000000000
31122,776621.0000000000
31127,872774.0000000000
31129,1455564.0000000000
31131,1680540.0000000000
31136,728270.0000000000
31138,872365.0000000000
31147,1510243.0000000000
31154,873487.0000000000
31156,1445168.0000000000
31161,874565.0000000000
31163,638306.0000000000
31170,748319.0000000000
31172,673760.0000000000
31179,878250.0000000000
31181,1190445.0000000000
31186,910716.0000000000
31188,1158210.0000000000
31195,1171139.0000000000
31197,1293918.0000000000
31204,1656948.0000000000
31206,1831896.0000000000
31211,350101.0000000000
31213,350000.0000000000
31220,1783805.0000000000
31222,1198974.0000000000
31229,728953.0000000000
31231,978517.0000000000
31236,844527.0000000000
31238,483274.0000000000
31245,1503296.0000000000
31247,728150.0000000000
31254,675048.0000000000
31256,630963.0000000000
31261,816808.0000000000
31263,26083.0000000000
31270,1017532.0000000000
31272,58122.0000000000
31279,1124456.0000000000
31281,598281.0000000000
31286,1027571.0000000000
31288,985770.0000000000
31295,962792.0000000000
31297,745831.0000000000
31304,743898.0000000000
31306,972836.0000000000
31311,709563.0000000000
31313,928824.0000000000
31320,633606.0000000000
31322,1930290.0000000000
31329,503978.0000000000
31331,815655.0000000000
31336,1030607.0000000000
31338,836607.0000000000
31340,871745.0000000000
31345,737134.0000000000
31347,635462.0000000000
31354,670904.0000000000
31361,838976.0000000000
31363,892354.0000000000
31365,376536.0000000000
31370,964527.0000000000
31372,566476.0000000000
31379,748671.0000000000
31381,678510.0000000000
31388,872093.0000000000
31390,392520.0000000000
31395,1077175.0000000000
31397,1355705.0000000000
31404,812336.0000000000
31406,739706.0000000000
31413,678186.0000000000
31415,693765.0000000000
31420,771838.0000000000
31422,620681.0000000000
31429,1156237.0000000000
31431,646192.0000000000
31438,1084119.0000000000
31440,804265.0000000000
31445,635374.0000000000
31447,864977.0000000000
31456,722274.0000000000
31463,1003963.0000000000
31465,1358374.0000000000
31470,862676.0000000000
31472,646541.0000000000
31479,1427657.0000000000
31481,777332.0000000000
31488,829674.0000000000
31490,783364.0000000000
31495,1304358.0000000000
31497,812341.0000000000
31506,707142.0000000000
31513,773556.0000000000
31515,631429.0000000000
31520,726397.0000000000
31522,1100138.0000000000
31529,350000.0000000000
31531,714520.0000000000
31538,810539.0000000000
31540,644648.0000000000
31545,876988.0000000000
31547,664523.0000000000
31554,956555.0000000000
31556,690745.0000000000
31563,743648.0000000000
31565,617455.0000000000
31570,616327.0000000000
31572,663382.0000000000
31574,819136.0000000000
31579,1034841.0000000000
31581,690511.0000000000
31588,732084.0000000000
31590,57883.0000000000
31595,777099.0000000000
31597,753506.0000000000
31599,629377.0000000000
31604,746859.0000000000
31606,865211.0000000000
31613,696420.0000000000
31615,794198.0000000000
31620,809854.0000000000
31622,601985.0000000000
31624,727740.0000000000
31629,788575.0000000000
31631,938496.0000000000
31638,1063697.0000000000
31640,889596.0000000000
31647,838461.0000000000
31649,882793.0000000000
31654,913610.0000000000
31656,1049101.0000000000
31663,893323.0000000000
31665,983919.0000000000
31672,783462.0000000000
31674,670115.0000000000
31679,749701.0000000000
31681,784592.0000000000
31688,917384.0000000000
31690,790556.0000000000
31697,690326.0000000000
31699,975114.0000000000
31704,1380913.0000000000
31706,919301.0000000000
31713,867778.0000000000
31715,1019639.0000000000
31722,734003.0000000000
31724,634201.0000000000
31729,517079.0000000000
31738,263661.0000000000
31740,2256408.0000000000
31747,5441876.0000000000
31756,787626.0000000000
31763,909829.0000000000
31765,588239.0000000000
31772,885920.0000000000
31779,437240.0000000000
31781,482237.0000000000
31788,685398.0000000000
31790,567014.0000000000
31804,143780.0000000000
31806,131611.0000000000
31808,179605.0000000000
54214,806580.0000000000
54215,1239090.0000000000
54228,199064.0000000000
54229,87890.0000000000
54230,87890.0000000000
54231,87890.0000000000
54245,781127.0000000000
54246,837340.0000000000
54247,520050.0000000000
54248,873310.0000000000
54262,813570.0000000000
54263,665840.0000000000
54264,742190.0000000000
54265,674920.0000000000
54278,1196950.0000000000
54279,1045320.0000000000
54280,409500.0000000000
54281,1043380.0000000000
54282,1177570.0000000000
54295,1450310.0000000000
54296,505378.0000000000
54297,761780.0000000000
54298,694510.0000000000
54312,1000.0000000000
54313,1000.0000000000
54314,1000.0000000000
54315,526610.0000000000
54329,285000.0000000000
54330,763760.0000000000
54331,115500.0000000000
54332,669140.0000000000
54345,128250.0000000000
54346,1000.0000000000
54347,1000.0000000000
54348,1000.0000000000
54363,485139.0000000000
54381,306850.0000000000
54382,38080.0000000000
54395,436920.0000000000
54396,554663.0000000000
54397,76687.0000000000
54398,185184.0000000000
54399,828686.0000000000
54412,197293.0000000000
54413,380469.0000000000
54414,554200.0000000000
54415,8450.0000000000
54429,3304.0000000000
54430,68115.0000000000
54431,71339.0000000000
54432,563.0000000000
54446,490176.0000000000
54447,5610.0000000000
54448,977609.0000000000
54449,838733.0000000000
54462,1047797.0000000000
54463,101874.0000000000
54464,104907.0000000000
54465,102292.0000000000
54479,65696.0000000000
54480,173971.0000000000
54481,3094.0000000000
54482,2280.0000000000
54496,1049330.0000000000
54497,28160.0000000000
54498,1066325.0000000000
54499,345841.0000000000
54512,444149.0000000000
54513,248241.0000000000
54514,1477.0000000000
54515,269097.0000000000
54516,1000.0000000000
54529,5610.0000000000
54530,2805.0000000000
54532,321547.0000000000
54546,900787.0000000000
54547,1044030.0000000000
54549,2196479.0000000000
54563,46436.0000000000
54564,14596.0000000000
54565,5610.0000000000
54566,5610.0000000000
54579,71278.0000000000
54580,405507.0000000000
54581,656351.0000000000
54582,19440.0000000000
54596,810.0000000000
54598,810.0000000000
54599,2805.0000000000
54613,76348.0000000000
54614,1045700.0000000000
54615,61677.0000000000
54616,102465.0000000000
54629,973250.0000000000
54630,197213.0000000000
54631,346227.0000000000
54632,24640.0000000000
54646,396728.0000000000
54647,355984.0000000000
54648,7227.0000000000
54665,471789.0000000000
54666,7480.0000000000
54680,619520.0000000000
54681,300206.0000000000
54682,16653.0000000000
54683,1592860.0000000000
54696,301911.0000000000
